CORE,GP,HS_578T,SR,NCI_H226,UO_31,MALME_3M ,HT29,X786_O,MDA_MB_231_ATCC,RPMI_8226,HOP_92,HOP_62
0.0486,0.0486,0.013033577,0.025987054,0.011473383,0.019171008,0.020798529,0.035730055,0.031111255,0.018027769,0.02270517,0.010926773,0.018333143
