sample,ratio,condition,amino_acid,batch,ratio_sample_is,ratio_adj,concentration_sample_uM,cell_line,dox_conc,timepoint,replicate
105,1.24E+00,4.64,Phe,3,0.05,2.48E+01,115.072,M,1000,24,2
106,1.14E+00,4.64,Phe,3,0.05,2.28E+01,105.792,E,0,16,2
107,2.10E+00,4.64,Phe,3,0.05,4.20E+01,194.88,E,100,16,2
108,1.99E+00,4.64,Phe,3,0.05,3.98E+01,184.672,E,1000,16,2
109,2.06E+00,4.64,Phe,3,0.05,4.12E+01,191.168,E,0,18,2
110,1.03E+00,4.64,Phe,3,0.05,2.06E+01,95.584,E,100,18,2
111,1.66E+00,4.64,Phe,3,0.05,3.32E+01,154.048,E,1000,18,2
112,1.37E+00,4.64,Phe,3,0.05,2.74E+01,127.136,E,0,20,2
113,1.07E+00,4.64,Phe,3,0.05,2.14E+01,99.296,E,100,20,2
114,1.24E+00,4.64,Phe,3,0.05,2.48E+01,115.072,E,1000,20,2
115,2.00E+00,4.64,Phe,3,0.05,4.00E+01,185.6,E,0,22,2
116,1.76E+00,4.64,Phe,3,0.05,3.52E+01,163.328,E,100,22,2
117,2.08E+00,4.64,Phe,3,0.05,4.16E+01,193.024,E,1000,22,2
118,1.86E+00,4.64,Phe,3,0.05,3.72E+01,172.608,E,0,24,2
119,1.91E+00,4.64,Phe,3,0.05,3.82E+01,177.248,E,100,24,2
120,1.91E+00,4.64,Phe,3,0.05,3.82E+01,177.248,E,1000,24,2
M0,5.32E-01,4.01,Trp,3,0.05,1.06E+01,42.67442,,,,
M0,5.06E-01,4.01,Trp,3,0.05,1.01E+01,40.58922,,,,
61,5.69E-01,4.01,Trp,3,0.05,1.14E+01,45.64984,TM,0,16,2
62,4.51E-01,4.01,Trp,3,0.05,9.01E+00,36.1301,TM,100,16,2
63,4.84E-01,4.01,Trp,3,0.05,9.68E+00,38.80878,TM,1000,16,2
64,5.14E-01,4.01,Trp,3,0.05,1.03E+01,41.19072,TM,0,18,2
65,4.45E-01,4.01,Trp,3,0.05,8.90E+00,35.68098,TM,100,18,2
66,4.68E-01,4.01,Trp,3,0.05,9.36E+00,37.54964,TM,1000,18,2
67,4.71E-01,4.01,Trp,3,0.05,9.43E+00,37.80628,TM,0,20,2
68,5.22E-01,4.01,Trp,3,0.05,1.04E+01,41.8243,TM,100,20,2
69,4.77E-01,4.01,Trp,3,0.05,9.54E+00,38.24738,TM,1000,20,2
70,4.73E-01,4.01,Trp,3,0.05,9.46E+00,37.9346,TM,0,22,2
71,4.60E-01,4.01,Trp,3,0.05,9.20E+00,36.892,TM,100,22,2
72,5.06E-01,4.01,Trp,3,0.05,1.01E+01,40.56516,TM,1000,22,2
73,4.82E-01,4.01,Trp,3,0.05,9.64E+00,38.64838,TM,0,24,2
74,4.25E-01,4.01,Trp,3,0.05,8.49E+00,34.05292,TM,100,24,2
75,4.54E-01,4.01,Trp,3,0.05,9.09E+00,36.43486,TM,1000,24,2
76,4.95E-01,4.01,Trp,3,0.05,9.91E+00,39.72306,T,0,16,2
77,5.01E-01,4.01,Trp,3,0.05,1.00E+01,40.1802,T,100,16,2
78,4.99E-01,4.01,Trp,3,0.05,9.97E+00,39.98772,T,1000,16,2
79,4.68E-01,4.01,Trp,3,0.05,9.35E+00,37.50152,T,0,18,2
80,5.08E-01,4.01,Trp,3,0.05,1.02E+01,40.74962,T,100,18,2
81,4.81E-01,4.01,Trp,3,0.05,9.62E+00,38.58422,T,1000,18,2
82,4.49E-01,4.01,Trp,3,0.05,8.99E+00,36.03386,T,0,20,2
83,4.61E-01,4.01,Trp,3,0.05,9.22E+00,36.96418,T,100,20,2
84,4.61E-01,4.01,Trp,3,0.05,9.22E+00,36.98824,T,1000,20,2
85,4.38E-01,4.01,Trp,3,0.05,8.76E+00,35.1276,T,0,22,2
86,4.72E-01,4.01,Trp,3,0.05,9.44E+00,37.86242,T,100,22,2
87,4.39E-01,4.01,Trp,3,0.05,8.77E+00,35.1677,T,1000,22,2
88,4.06E-01,4.01,Trp,3,0.05,8.12E+00,32.55318,T,0,24,2
89,4.23E-01,4.01,Trp,3,0.05,8.46E+00,33.94064,T,100,24,2
90,4.32E-01,4.01,Trp,3,0.05,8.64E+00,34.65442,T,1000,24,2
91,4.82E-01,4.01,Trp,3,0.05,9.63E+00,38.6163,M,0,16,2
92,4.46E-01,4.01,Trp,3,0.05,8.92E+00,35.78524,M,100,16,2
93,4.82E-01,4.01,Trp,3,0.05,9.63E+00,38.63234,M,1000,16,2
94,4.70E-01,4.01,Trp,3,0.05,9.41E+00,37.72608,M,0,18,2
95,4.03E-01,4.01,Trp,3,0.05,8.05E+00,32.28852,M,100,18,2
96,4.97E-01,4.01,Trp,3,0.05,9.94E+00,39.86742,M,1000,18,2
97,4.97E-01,4.01,Trp,3,0.05,9.95E+00,39.89148,M,0,20,2
98,4.50E-01,4.01,Trp,3,0.05,9.00E+00,36.07396,M,100,20,2
99,4.83E-01,4.01,Trp,3,0.05,9.65E+00,38.71254,M,1000,20,2
100,4.25E-01,4.01,Trp,3,0.05,8.49E+00,34.05292,M,0,22,2
101,4.02E-01,4.01,Trp,3,0.05,8.03E+00,32.2003,M,100,22,2
102,4.64E-01,4.01,Trp,3,0.05,9.28E+00,37.19676,M,1000,22,2
103,4.66E-01,4.01,Trp,3,0.05,9.31E+00,37.34914,M,0,24,2
104,4.37E-01,4.01,Trp,3,0.05,8.75E+00,35.07146,M,100,24,2
105,4.55E-01,4.01,Trp,3,0.05,9.10E+00,36.48298,M,1000,24,2
106,4.85E-01,4.01,Trp,3,0.05,9.69E+00,38.87294,E,0,16,2
107,4.87E-01,4.01,Trp,3,0.05,9.75E+00,39.08948,E,100,16,2
108,4.56E-01,4.01,Trp,3,0.05,9.12E+00,36.56318,E,1000,16,2
109,4.81E-01,4.01,Trp,3,0.05,9.63E+00,38.60026,E,0,18,2
110,4.38E-01,4.01,Trp,3,0.05,8.76E+00,35.1276,E,100,18,2
111,4.15E-01,4.01,Trp,3,0.05,8.30E+00,33.26696,E,1000,18,2
112,4.64E-01,4.01,Trp,3,0.05,9.28E+00,37.20478,E,0,20,2
113,4.58E-01,4.01,Trp,3,0.05,9.15E+00,36.70754,E,100,20,2
114,4.60E-01,4.01,Trp,3,0.05,9.19E+00,36.86794,E,1000,20,2
115,4.61E-01,4.01,Trp,3,0.05,9.22E+00,36.95616,E,0,22,2
116,4.46E-01,4.01,Trp,3,0.05,8.91E+00,35.73712,E,100,22,2
117,4.95E-01,4.01,Trp,3,0.05,9.90E+00,39.68296,E,1000,22,2
118,4.73E-01,4.01,Trp,3,0.05,9.45E+00,37.91054,E,0,24,2
119,4.42E-01,4.01,Trp,3,0.05,8.84E+00,35.43236,E,100,24,2
120,4.64E-01,4.01,Trp,3,0.05,9.28E+00,37.22082,E,1000,24,2
M0,7.55E-01,3.71,Asn,4,0.05,1.51E+01,56.03584,,,,
M0,7.42E-01,3.71,Asn,4,0.05,1.48E+01,55.06382,,,,
121,6.04E-01,3.71,Asn,4,0.05,1.21E+01,44.83164,TM,0,16,3
122,6.43E-01,3.71,Asn,4,0.05,1.29E+01,47.69576,TM,100,16,3
123,4.83E-01,3.71,Asn,4,0.05,9.65E+00,35.80892,TM,1000,16,3
124,5.10E-01,3.71,Asn,4,0.05,1.02E+01,37.81232,TM,0,18,3
125,5.00E-01,3.71,Asn,4,0.05,9.99E+00,37.07774,TM,100,18,3
126,5.66E-01,3.71,Asn,4,0.05,1.13E+01,42.01204,TM,1000,18,3
127,4.40E-01,3.71,Asn,4,0.05,8.80E+00,32.63316,TM,0,20,3
128,5.43E-01,3.71,Asn,4,0.05,1.09E+01,40.28318,TM,100,20,3
129,4.97E-01,3.71,Asn,4,0.05,9.94E+00,36.88482,TM,1000,20,3
130,4.86E-01,3.71,Asn,4,0.05,9.73E+00,36.09088,TM,0,22,3
131,4.67E-01,3.71,Asn,4,0.05,9.33E+00,34.62914,TM,100,22,3
132,5.69E-01,3.71,Asn,4,0.05,1.14E+01,42.19754,TM,1000,22,3
133,4.76E-01,3.71,Asn,4,0.05,9.52E+00,35.30436,TM,0,24,3
134,4.15E-01,3.71,Asn,4,0.05,8.30E+00,30.78558,TM,100,24,3
135,4.81E-01,3.71,Asn,4,0.05,9.63E+00,35.71246,TM,1000,24,3
136,5.17E-01,3.71,Asn,4,0.05,1.03E+01,38.36882,T,0,16,3
137,7.01E-01,3.71,Asn,4,0.05,1.40E+01,52.0142,T,100,16,3
138,5.53E-01,3.71,Asn,4,0.05,1.11E+01,41.0326,T,1000,16,3
139,4.93E-01,3.71,Asn,4,0.05,9.86E+00,36.5806,T,0,18,3
140,5.02E-01,3.71,Asn,4,0.05,1.00E+01,37.24098,T,100,18,3
141,5.09E-01,3.71,Asn,4,0.05,1.02E+01,37.73812,T,1000,18,3
142,4.86E-01,3.71,Asn,4,0.05,9.71E+00,36.0241,T,0,20,3
143,5.57E-01,3.71,Asn,4,0.05,1.11E+01,41.31456,T,100,20,3
144,5.05E-01,3.71,Asn,4,0.05,1.01E+01,37.4339,T,1000,20,3
145,3.85E-01,3.71,Asn,4,0.05,7.70E+00,28.58184,T,0,22,3
146,4.52E-01,3.71,Asn,4,0.05,9.05E+00,33.56066,T,100,22,3
147,4.52E-01,3.71,Asn,4,0.05,9.03E+00,33.50872,T,1000,22,3
148,3.63E-01,3.71,Asn,4,0.05,7.25E+00,26.90492,T,0,24,3
149,4.13E-01,3.71,Asn,4,0.05,8.26E+00,30.65202,T,100,24,3
150,4.13E-01,3.71,Asn,4,0.05,8.25E+00,30.62234,T,1000,24,3
151,5.43E-01,3.71,Asn,4,0.05,1.09E+01,40.30544,M,0,16,3
152,5.84E-01,3.71,Asn,4,0.05,1.17E+01,43.34764,M,100,16,3
153,6.20E-01,3.71,Asn,4,0.05,1.24E+01,46.004,M,1000,16,3
154,5.20E-01,3.71,Asn,4,0.05,1.04E+01,38.55432,M,0,18,3
155,5.35E-01,3.71,Asn,4,0.05,1.07E+01,39.71184,M,100,18,3
156,6.25E-01,3.71,Asn,4,0.05,1.25E+01,46.39726,M,1000,18,3
157,5.19E-01,3.71,Asn,4,0.05,1.04E+01,38.53206,M,0,20,3
158,5.29E-01,3.71,Asn,4,0.05,1.06E+01,39.24438,M,100,20,3
159,6.29E-01,3.71,Asn,4,0.05,1.26E+01,46.6347,M,1000,20,3
160,5.20E-01,3.71,Asn,4,0.05,1.04E+01,38.584,M,0,22,3
161,5.37E-01,3.71,Asn,4,0.05,1.07E+01,39.85282,M,100,22,3
162,5.50E-01,3.71,Asn,4,0.05,1.10E+01,40.78774,M,1000,22,3
163,4.65E-01,3.71,Asn,4,0.05,9.30E+00,34.49558,M,0,24,3
164,4.31E-01,3.71,Asn,4,0.05,8.63E+00,32.00246,M,100,24,3
165,5.17E-01,3.71,Asn,4,0.05,1.03E+01,38.3243,M,1000,24,3
166,4.91E-01,3.71,Asn,4,0.05,9.83E+00,36.46188,E,0,16,3
167,5.25E-01,3.71,Asn,4,0.05,1.05E+01,38.92532,E,100,16,3
168,5.42E-01,3.71,Asn,4,0.05,1.08E+01,40.24608,E,1000,16,3
169,5.39E-01,3.71,Asn,4,0.05,1.08E+01,40.00864,E,0,18,3
170,5.18E-01,3.71,Asn,4,0.05,1.04E+01,38.44302,E,100,18,3
171,5.09E-01,3.71,Asn,4,0.05,1.02E+01,37.73812,E,1000,18,3
172,5.38E-01,3.71,Asn,4,0.05,1.08E+01,39.93444,E,0,20,3
173,5.55E-01,3.71,Asn,4,0.05,1.11E+01,41.21068,E,100,20,3
174,5.35E-01,3.71,Asn,4,0.05,1.07E+01,39.72668,E,1000,20,3
175,4.49E-01,3.71,Asn,4,0.05,8.97E+00,33.28612,E,0,22,3
176,4.33E-01,3.71,Asn,4,0.05,8.66E+00,32.12118,E,100,22,3
177,4.43E-01,3.71,Asn,4,0.05,8.86E+00,32.88544,E,1000,22,3
178,4.03E-01,3.71,Asn,4,0.05,8.06E+00,29.88776,E,0,24,3
179,4.26E-01,3.71,Asn,4,0.05,8.52E+00,31.61662,E,100,24,3
180,4.75E-01,3.71,Asn,4,0.05,9.49E+00,35.21532,E,1000,24,3
M0,2.36E+00,4.4,Ser,4,0.05,4.72E+01,207.68,,,,
M0,2.51E+00,4.4,Ser,4,0.05,5.02E+01,220.88,,,,
121,2.15E+00,4.4,Ser,4,0.05,4.30E+01,189.2,TM,0,16,3
122,1.87E+00,4.4,Ser,4,0.05,3.74E+01,164.56,TM,100,16,3
123,1.71E+00,4.4,Ser,4,0.05,3.42E+01,150.48,TM,1000,16,3
124,1.95E+00,4.4,Ser,4,0.05,3.90E+01,171.6,TM,0,18,3
125,1.95E+00,4.4,Ser,4,0.05,3.90E+01,171.6,TM,100,18,3
126,1.89E+00,4.4,Ser,4,0.05,3.78E+01,166.32,TM,1000,18,3
127,1.71E+00,4.4,Ser,4,0.05,3.42E+01,150.48,TM,0,20,3
128,1.76E+00,4.4,Ser,4,0.05,3.52E+01,154.88,TM,100,20,3
129,1.77E+00,4.4,Ser,4,0.05,3.54E+01,155.76,TM,1000,20,3
130,1.57E+00,4.4,Ser,4,0.05,3.14E+01,138.16,TM,0,22,3
131,1.56E+00,4.4,Ser,4,0.05,3.12E+01,137.28,TM,100,22,3
132,1.62E+00,4.4,Ser,4,0.05,3.24E+01,142.56,TM,1000,22,3
133,1.49E+00,4.4,Ser,4,0.05,2.98E+01,131.12,TM,0,24,3
134,1.43E+00,4.4,Ser,4,0.05,2.86E+01,125.84,TM,100,24,3
135,1.45E+00,4.4,Ser,4,0.05,2.90E+01,127.6,TM,1000,24,3
136,1.86E+00,4.4,Ser,4,0.05,3.72E+01,163.68,T,0,16,3
137,2.01E+00,4.4,Ser,4,0.05,4.02E+01,176.88,T,100,16,3
138,1.85E+00,4.4,Ser,4,0.05,3.70E+01,162.8,T,1000,16,3
139,1.89E+00,4.4,Ser,4,0.05,3.78E+01,166.32,T,0,18,3
140,1.79E+00,4.4,Ser,4,0.05,3.58E+01,157.52,T,100,18,3
141,1.86E+00,4.4,Ser,4,0.05,3.72E+01,163.68,T,1000,18,3
142,1.67E+00,4.4,Ser,4,0.05,3.34E+01,146.96,T,0,20,3
143,1.66E+00,4.4,Ser,4,0.05,3.32E+01,146.08,T,100,20,3
144,1.76E+00,4.4,Ser,4,0.05,3.52E+01,154.88,T,1000,20,3
145,1.45E+00,4.4,Ser,4,0.05,2.90E+01,127.6,T,0,22,3
146,1.70E+00,4.4,Ser,4,0.05,3.40E+01,149.6,T,100,22,3
147,1.51E+00,4.4,Ser,4,0.05,3.02E+01,132.88,T,1000,22,3
148,1.28E+00,4.4,Ser,4,0.05,2.56E+01,112.64,T,0,24,3
149,1.42E+00,4.4,Ser,4,0.05,2.84E+01,124.96,T,100,24,3
150,1.61E+00,4.4,Ser,4,0.05,3.22E+01,141.68,T,1000,24,3
151,2.21E+00,4.4,Ser,4,0.05,4.42E+01,194.48,M,0,16,3
152,2.12E+00,4.4,Ser,4,0.05,4.24E+01,186.56,M,100,16,3
153,2.25E+00,4.4,Ser,4,0.05,4.50E+01,198,M,1000,16,3
154,1.95E+00,4.4,Ser,4,0.05,3.90E+01,171.6,M,0,18,3
155,1.99E+00,4.4,Ser,4,0.05,3.98E+01,175.12,M,100,18,3
156,1.85E+00,4.4,Ser,4,0.05,3.70E+01,162.8,M,1000,18,3
157,1.78E+00,4.4,Ser,4,0.05,3.56E+01,156.64,M,0,20,3
158,1.83E+00,4.4,Ser,4,0.05,3.66E+01,161.04,M,100,20,3
159,1.75E+00,4.4,Ser,4,0.05,3.50E+01,154,M,1000,20,3
160,1.74E+00,4.4,Ser,4,0.05,3.48E+01,153.12,M,0,22,3
161,1.82E+00,4.4,Ser,4,0.05,3.64E+01,160.16,M,100,22,3
162,1.68E+00,4.4,Ser,4,0.05,3.36E+01,147.84,M,1000,22,3
163,1.63E+00,4.4,Ser,4,0.05,3.26E+01,143.44,M,0,24,3
164,1.49E+00,4.4,Ser,4,0.05,2.98E+01,131.12,M,100,24,3
165,1.56E+00,4.4,Ser,4,0.05,3.12E+01,137.28,M,1000,24,3
166,1.67E+00,4.4,Ser,4,0.05,3.34E+01,146.96,E,0,16,3
167,1.87E+00,4.4,Ser,4,0.05,3.74E+01,164.56,E,100,16,3
168,1.83E+00,4.4,Ser,4,0.05,3.66E+01,161.04,E,1000,16,3
169,1.66E+00,4.4,Ser,4,0.05,3.32E+01,146.08,E,0,18,3
170,1.74E+00,4.4,Ser,4,0.05,3.48E+01,153.12,E,100,18,3
171,1.69E+00,4.4,Ser,4,0.05,3.38E+01,148.72,E,1000,18,3
172,1.47E+00,4.4,Ser,4,0.05,2.94E+01,129.36,E,0,20,3
173,1.81E+00,4.4,Ser,4,0.05,3.62E+01,159.28,E,100,20,3
174,1.64E+00,4.4,Ser,4,0.05,3.28E+01,144.32,E,1000,20,3
175,1.43E+00,4.4,Ser,4,0.05,2.86E+01,125.84,E,0,22,3
176,1.43E+00,4.4,Ser,4,0.05,2.86E+01,125.84,E,100,22,3
177,1.43E+00,4.4,Ser,4,0.05,2.86E+01,125.84,E,1000,22,3
178,1.36E+00,4.4,Ser,4,0.05,2.72E+01,119.68,E,0,24,3
179,1.40E+00,4.4,Ser,4,0.05,2.80E+01,123.2,E,100,24,3
180,1.24E+00,4.4,Ser,4,0.05,2.48E+01,109.12,E,1000,24,3
M0,2.54E+00,3.62,Gly,4,0.05,5.07E+01,183.534,,,,
M0,2.68E+00,3.62,Gly,4,0.05,5.35E+01,193.7424,,,,
121,2.97E+00,3.62,Gly,4,0.05,5.95E+01,215.2452,TM,0,16,3
122,3.06E+00,3.62,Gly,4,0.05,6.11E+01,221.3268,TM,100,16,3
123,2.56E+00,3.62,Gly,4,0.05,5.11E+01,185.1268,TM,1000,16,3
124,3.05E+00,3.62,Gly,4,0.05,6.09E+01,220.6028,TM,0,18,3
125,2.89E+00,3.62,Gly,4,0.05,5.78E+01,209.0912,TM,100,18,3
126,2.82E+00,3.62,Gly,4,0.05,5.65E+01,204.3852,TM,1000,18,3
127,2.75E+00,3.62,Gly,4,0.05,5.50E+01,199.1724,TM,0,20,3
128,2.84E+00,3.62,Gly,4,0.05,5.67E+01,205.3988,TM,100,20,3
129,2.83E+00,3.62,Gly,4,0.05,5.66E+01,204.9644,TM,1000,20,3
130,2.89E+00,3.62,Gly,4,0.05,5.77E+01,209.0188,TM,0,22,3
131,2.76E+00,3.62,Gly,4,0.05,5.53E+01,200.0412,TM,100,22,3
132,2.84E+00,3.62,Gly,4,0.05,5.68E+01,205.7608,TM,1000,22,3
133,2.99E+00,3.62,Gly,4,0.05,5.99E+01,216.7656,TM,0,24,3
134,2.92E+00,3.62,Gly,4,0.05,5.85E+01,211.6976,TM,100,24,3
135,2.55E+00,3.62,Gly,4,0.05,5.10E+01,184.6924,TM,1000,24,3
136,2.93E+00,3.62,Gly,4,0.05,5.85E+01,211.9148,T,0,16,3
137,2.94E+00,3.62,Gly,4,0.05,5.88E+01,212.7112,T,100,16,3
138,2.58E+00,3.62,Gly,4,0.05,5.16E+01,186.9368,T,1000,16,3
139,2.77E+00,3.62,Gly,4,0.05,5.54E+01,200.4756,T,0,18,3
140,2.82E+00,3.62,Gly,4,0.05,5.64E+01,204.3128,T,100,18,3
141,2.80E+00,3.62,Gly,4,0.05,5.60E+01,202.72,T,1000,18,3
142,2.74E+00,3.62,Gly,4,0.05,5.47E+01,198.014,T,0,20,3
143,2.78E+00,3.62,Gly,4,0.05,5.56E+01,201.272,T,100,20,3
144,2.63E+00,3.62,Gly,4,0.05,5.26E+01,190.3396,T,1000,20,3
145,2.47E+00,3.62,Gly,4,0.05,4.93E+01,178.5384,T,0,22,3
146,2.70E+00,3.62,Gly,4,0.05,5.40E+01,195.6248,T,100,22,3
147,2.62E+00,3.62,Gly,4,0.05,5.23E+01,189.4708,T,1000,22,3
148,2.55E+00,3.62,Gly,4,0.05,5.11E+01,184.8372,T,0,24,3
149,2.72E+00,3.62,Gly,4,0.05,5.44E+01,197.0004,T,100,24,3
150,2.82E+00,3.62,Gly,4,0.05,5.65E+01,204.4576,T,1000,24,3
151,2.76E+00,3.62,Gly,4,0.05,5.53E+01,200.0412,M,0,16,3
152,2.64E+00,3.62,Gly,4,0.05,5.28E+01,191.2084,M,100,16,3
153,3.01E+00,3.62,Gly,4,0.05,6.02E+01,217.8516,M,1000,16,3
154,2.78E+00,3.62,Gly,4,0.05,5.56E+01,201.272,M,0,18,3
155,2.56E+00,3.62,Gly,4,0.05,5.12E+01,185.4888,M,100,18,3
156,2.78E+00,3.62,Gly,4,0.05,5.55E+01,200.9824,M,1000,18,3
157,2.66E+00,3.62,Gly,4,0.05,5.31E+01,192.222,M,0,20,3
158,2.51E+00,3.62,Gly,4,0.05,5.02E+01,181.6516,M,100,20,3
159,2.70E+00,3.62,Gly,4,0.05,5.40E+01,195.6248,M,1000,20,3
160,3.49E+00,3.62,Gly,4,0.05,6.98E+01,252.5312,M,0,22,3
161,2.98E+00,3.62,Gly,4,0.05,5.96E+01,215.752,M,100,22,3
162,2.79E+00,3.62,Gly,4,0.05,5.59E+01,202.2132,M,1000,22,3
163,2.90E+00,3.62,Gly,4,0.05,5.80E+01,209.96,M,0,24,3
164,2.68E+00,3.62,Gly,4,0.05,5.35E+01,193.8148,M,100,24,3
165,2.67E+00,3.62,Gly,4,0.05,5.34E+01,193.308,M,1000,24,3
166,2.60E+00,3.62,Gly,4,0.05,5.20E+01,188.24,E,0,16,3
167,2.48E+00,3.62,Gly,4,0.05,4.96E+01,179.6244,E,100,16,3
168,2.63E+00,3.62,Gly,4,0.05,5.26E+01,190.5568,E,1000,16,3
169,2.57E+00,3.62,Gly,4,0.05,5.13E+01,185.7784,E,0,18,3
170,2.85E+00,3.62,Gly,4,0.05,5.70E+01,206.1952,E,100,18,3
171,2.94E+00,3.62,Gly,4,0.05,5.88E+01,213.0008,E,1000,18,3
172,2.81E+00,3.62,Gly,4,0.05,5.62E+01,203.5888,E,0,20,3
173,4.22E+00,3.62,Gly,4,0.05,8.45E+01,305.8176,E,100,20,3
174,2.92E+00,3.62,Gly,4,0.05,5.85E+01,211.6252,E,1000,20,3
175,2.82E+00,3.62,Gly,4,0.05,5.63E+01,203.806,E,0,22,3
176,2.56E+00,3.62,Gly,4,0.05,5.12E+01,185.1992,E,100,22,3
177,2.52E+00,3.62,Gly,4,0.05,5.04E+01,182.5204,E,1000,22,3
178,2.73E+00,3.62,Gly,4,0.05,5.46E+01,197.7244,E,0,24,3
179,2.79E+00,3.62,Gly,4,0.05,5.57E+01,201.7064,E,100,24,3
180,2.62E+00,3.62,Gly,4,0.05,5.24E+01,189.7604,E,1000,24,3
M0,2.46E+01,4.09,Gln,4,0.05,4.92E+02,2012.28,,,,
M0,2.61E+01,4.09,Gln,4,0.05,5.22E+02,2134.98,,,,
121,1.49E+01,4.09,Gln,4,0.05,2.98E+02,1218.82,TM,0,16,3
122,1.50E+01,4.09,Gln,4,0.05,3.00E+02,1227,TM,100,16,3
123,1.33E+01,4.09,Gln,4,0.05,2.66E+02,1087.94,TM,1000,16,3
124,1.49E+01,4.09,Gln,4,0.05,2.98E+02,1218.82,TM,0,18,3
125,1.45E+01,4.09,Gln,4,0.05,2.90E+02,1186.1,TM,100,18,3
126,1.33E+01,4.09,Gln,4,0.05,2.66E+02,1087.94,TM,1000,18,3
127,1.34E+01,4.09,Gln,4,0.05,2.68E+02,1096.12,TM,0,20,3
128,1.31E+01,4.09,Gln,4,0.05,2.62E+02,1071.58,TM,100,20,3
129,1.25E+01,4.09,Gln,4,0.05,2.50E+02,1022.5,TM,1000,20,3
130,1.32E+01,4.09,Gln,4,0.05,2.64E+02,1079.76,TM,0,22,3
131,1.21E+01,4.09,Gln,4,0.05,2.42E+02,989.78,TM,100,22,3
132,1.27E+01,4.09,Gln,4,0.05,2.54E+02,1038.86,TM,1000,22,3
133,1.21E+01,4.09,Gln,4,0.05,2.42E+02,989.78,TM,0,24,3
134,1.18E+01,4.09,Gln,4,0.05,2.36E+02,965.24,TM,100,24,3
135,1.13E+01,4.09,Gln,4,0.05,2.26E+02,924.34,TM,1000,24,3
136,2.56E+01,4.09,Gln,4,0.05,5.12E+02,2094.08,T,0,16,3
137,1.55E+01,4.09,Gln,4,0.05,3.10E+02,1267.9,T,100,16,3
138,1.56E+01,4.09,Gln,4,0.05,3.12E+02,1276.08,T,1000,16,3
139,1.39E+01,4.09,Gln,4,0.05,2.78E+02,1137.02,T,0,18,3
140,1.41E+01,4.09,Gln,4,0.05,2.82E+02,1153.38,T,100,18,3
141,1.48E+01,4.09,Gln,4,0.05,2.96E+02,1210.64,T,1000,18,3
142,1.41E+01,4.09,Gln,4,0.05,2.82E+02,1153.38,T,0,20,3
143,1.46E+01,4.09,Gln,4,0.05,2.92E+02,1194.28,T,100,20,3
144,1.35E+01,4.09,Gln,4,0.05,2.70E+02,1104.3,T,1000,20,3
145,2.47E+01,4.09,Gln,4,0.05,4.94E+02,2020.46,T,0,22,3
146,1.32E+01,4.09,Gln,4,0.05,2.64E+02,1079.76,T,100,22,3
147,1.31E+01,4.09,Gln,4,0.05,2.62E+02,1071.58,T,1000,22,3
148,1.16E+01,4.09,Gln,4,0.05,2.32E+02,948.88,T,0,24,3
149,1.28E+01,4.09,Gln,4,0.05,2.56E+02,1047.04,T,100,24,3
150,1.23E+01,4.09,Gln,4,0.05,2.46E+02,1006.14,T,1000,24,3
151,1.59E+01,4.09,Gln,4,0.05,3.18E+02,1300.62,M,0,16,3
152,1.50E+01,4.09,Gln,4,0.05,3.00E+02,1227,M,100,16,3
153,1.55E+01,4.09,Gln,4,0.05,3.10E+02,1267.9,M,1000,16,3
154,1.39E+01,4.09,Gln,4,0.05,2.78E+02,1137.02,M,0,18,3
155,1.43E+01,4.09,Gln,4,0.05,2.86E+02,1169.74,M,100,18,3
156,1.49E+01,4.09,Gln,4,0.05,2.98E+02,1218.82,M,1000,18,3
157,1.41E+01,4.09,Gln,4,0.05,2.82E+02,1153.38,M,0,20,3
158,1.39E+01,4.09,Gln,4,0.05,2.78E+02,1137.02,M,100,20,3
159,1.34E+01,4.09,Gln,4,0.05,2.68E+02,1096.12,M,1000,20,3
160,1.31E+01,4.09,Gln,4,0.05,2.62E+02,1071.58,M,0,22,3
161,1.41E+01,4.09,Gln,4,0.05,2.82E+02,1153.38,M,100,22,3
162,1.32E+01,4.09,Gln,4,0.05,2.64E+02,1079.76,M,1000,22,3
163,2.17E+01,4.09,Gln,4,0.05,4.34E+02,1775.06,M,0,24,3
164,1.30E+01,4.09,Gln,4,0.05,2.60E+02,1063.4,M,100,24,3
165,1.14E+01,4.09,Gln,4,0.05,2.28E+02,932.52,M,1000,24,3
166,1.38E+01,4.09,Gln,4,0.05,2.76E+02,1128.84,E,0,16,3
167,1.42E+01,4.09,Gln,4,0.05,2.84E+02,1161.56,E,100,16,3
168,1.46E+01,4.09,Gln,4,0.05,2.92E+02,1194.28,E,1000,16,3
169,1.35E+01,4.09,Gln,4,0.05,2.70E+02,1104.3,E,0,18,3
170,1.38E+01,4.09,Gln,4,0.05,2.76E+02,1128.84,E,100,18,3
171,1.37E+01,4.09,Gln,4,0.05,2.74E+02,1120.66,E,1000,18,3
172,1.39E+01,4.09,Gln,4,0.05,2.78E+02,1137.02,E,0,20,3
173,1.38E+01,4.09,Gln,4,0.05,2.76E+02,1128.84,E,100,20,3
174,1.32E+01,4.09,Gln,4,0.05,2.64E+02,1079.76,E,1000,20,3
175,1.23E+01,4.09,Gln,4,0.05,2.46E+02,1006.14,E,0,22,3
176,1.28E+01,4.09,Gln,4,0.05,2.56E+02,1047.04,E,100,22,3
177,1.23E+01,4.09,Gln,4,0.05,2.46E+02,1006.14,E,1000,22,3
