"batch","amino_acid","sample","ratio","condition","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration","final_concentration_uM","concentration_sample_mM","keep_manual_inspection","mean_concentration_mM","substraction","interval","mean_auc","CORE_value"
3,"Ser","73",1.64,4.4,0.05,32.9,144.672,"TM",0,24,2,241.912,0.598035649327028,0.25,250,NA,NA,149.508912331757,149.508912331757,0.144672,"y",0.241912,-0.00014586,30,10336548.2777019,-1.4111093576049e-11
3,"Ser","74",1.72,4.4,0.05,34.3,151.008,"TM",100,24,2,241.912,0.624226991633321,0.25,250,NA,NA,156.05674790833,156.05674790833,0.151008,"y",0.241912,-0.000136356,30,10336548.2777019,-1.31916377050305e-11
3,"Ser","75",1.97,4.4,0.05,39.3,172.92,"TM",1000,24,2,241.912,0.714805383775918,0.25,250,NA,NA,178.70134594398,178.70134594398,0.17292,"y",0.241912,-0.000103488,30,10336548.2777019,-1.00118528177579e-11
3,"Ser","76",1.8,4.4,0.05,36,158.312,"T",0,16,2,241.912,0.654419789014187,0.25,250,NA,NA,163.604947253547,163.604947253547,0.158312,"y",0.241912,-0.0001254,22,6085415.94208765,-2.06066440147032e-11
3,"Ser","77",1.92,4.4,0.05,38.4,169.048,"T",100,16,2,241.912,0.698799563477628,0.25,250,NA,NA,174.699890869407,174.699890869407,0.169048,"y",0.241912,-0.000109296,22,6085415.94208765,-1.79603170991308e-11
3,"Ser","78",2.12,4.4,0.05,42.3,186.296,"T",1000,16,2,241.912,0.770098217533649,0.25,250,NA,NA,192.524554383412,192.524554383412,0.186296,"y",0.241912,-8.3424e-05,22,6085415.94208765,-1.37088410708341e-11
3,"Ser","79",1.91,4.4,0.05,38.2,168.08,"T",0,18,2,241.912,0.694798108403056,0.25,250,NA,NA,173.699527100764,173.699527100764,0.16808,"y",0.241912,-0.000110748,24,7005915.22298741,-1.58077847754452e-11
3,"Ser","80",2,4.4,0.05,39.9,175.648,"T",100,18,2,241.912,0.72608221171335,0.25,250,NA,NA,181.520552928338,181.520552928338,0.175648,"y",0.241912,-9.9396e-05,24,7005915.22298741,-1.41874397329085e-11
3,"Ser","81",1.97,4.4,0.05,39.4,173.184,"T",1000,18,2,241.912,0.715896689705347,0.25,250,NA,NA,178.974172426337,178.974172426337,0.173184,"y",0.241912,-0.000103092,24,7005915.22298741,-1.47149939328042e-11
3,"Ser","82",1.58,4.4,0.05,31.6,139.128,"T",0,20,2,241.912,0.575118224809021,0.25,250,NA,NA,143.779556202255,143.779556202255,0.139128,"y",0.241912,-0.000154176,26,8015331.07929134,-1.92351380716305e-11
3,"Ser","83",1.6,4.4,0.05,31.9,140.36,"T",100,20,2,241.912,0.580210985813023,0.25,250,NA,NA,145.052746453256,145.052746453256,0.14036,"y",0.241912,-0.000152328,26,8015331.07929134,-1.9004579909813e-11
3,"Ser","84",1.68,4.4,0.05,33.6,147.928,"T",1000,20,2,241.912,0.611495089123318,0.25,250,NA,NA,152.873772280829,152.873772280829,0.147928,"y",0.241912,-0.000140976,26,8015331.07929134,-1.75882940586484e-11
3,"Ser","85",1.51,4.4,0.05,30.3,133.232,"T",0,22,2,241.912,0.550745725718443,0.25,250,NA,NA,137.686431429611,137.686431429611,0.133232,"y",0.241912,-0.00016302,28,9122357.54912758,-1.78703804495791e-11
3,"Ser","86",1.59,4.4,0.05,31.8,139.832,"T",100,22,2,241.912,0.578028373954165,0.25,250,NA,NA,144.507093488541,144.507093488541,0.139832,"y",0.241912,-0.00015312,28,9122357.54912758,-1.67851346732889e-11
3,"Ser","87",1.61,4.4,0.05,32.2,141.592,"T",1000,22,2,241.912,0.585303746817024,0.25,250,NA,NA,146.325936704256,146.325936704256,0.141592,"y",0.241912,-0.00015048,28,9122357.54912758,-1.64957357996115e-11
3,"Ser","88",1.32,4.4,0.05,26.4,115.984,"T",0,24,2,241.912,0.479447071662423,0.25,250,NA,NA,119.861767915606,119.861767915606,0.115984,"y",0.241912,-0.000188892,30,10336548.2777019,-1.82741854364943e-11
3,"Ser","89",1.4,4.4,0.05,28.1,123.552,"T",100,24,2,241.912,0.510731174972717,0.25,250,NA,NA,127.682793743179,127.682793743179,0.123552,"y",0.241912,-0.00017754,30,10336548.2777019,-1.71759464794443e-11
3,"Ser","90",1.46,4.4,0.05,29.1,128.04,"T",1000,24,2,241.912,0.529283375773008,0.25,250,NA,NA,132.320843943252,132.320843943252,0.12804,"y",0.241912,-0.000170808,30,10336548.2777019,-1.65246652374728e-11
3,"Ser","91",1.85,4.4,0.05,37,162.976,"M",0,16,2,241.912,0.673699527100764,0.25,250,NA,NA,168.424881775191,168.424881775191,0.162976,"y",0.241912,-0.000118404,22,6085415.94208765,-1.9457010190725e-11
3,"Ser","92",1.85,4.4,0.05,36.9,162.36,"M",100,16,2,241.912,0.671153146598763,0.25,250,NA,NA,167.788286649691,167.788286649691,0.16236,"y",0.241912,-0.000119328,22,6085415.94208765,-1.96088486203071e-11
3,"Ser","93",1.84,4.4,0.05,36.8,161.92,"M",1000,16,2,241.912,0.669334303383048,0.25,250,NA,NA,167.333575845762,167.333575845762,0.16192,"y",0.241912,-0.000119988,22,6085415.94208765,-1.97173046414371e-11
3,"Ser","94",1.82,4.4,0.05,36.3,159.808,"M",0,18,2,241.912,0.660603855947617,0.25,250,NA,NA,165.150963986904,165.150963986904,0.159808,"y",0.241912,-0.000123156,24,7005915.22298741,-1.75788595893806e-11
3,"Ser","95",1.67,4.4,0.05,33.5,147.224,"M",100,18,2,241.912,0.608584939978174,0.25,250,NA,NA,152.146234994543,152.146234994543,0.147224,"y",0.241912,-0.000142032,24,7005915.22298741,-2.02731542531335e-11
3,"Ser","96",1.92,4.4,0.05,38.4,169.136,"M",1000,18,2,241.912,0.699163332120771,0.25,250,NA,NA,174.790833030193,174.790833030193,0.169136,"y",0.241912,-0.000109164,24,7005915.22298741,-1.5581690118347e-11
3,"Ser","97",1.69,4.4,0.05,33.8,148.632,"M",0,20,2,241.912,0.614405238268461,0.25,250,NA,NA,153.601309567115,153.601309567115,0.148632,"y",0.241912,-0.00013992,26,8015331.07929134,-1.74565465376099e-11
3,"Ser","98",1.55,4.4,0.05,31.1,136.752,"M",100,20,2,241.912,0.565296471444162,0.25,250,NA,NA,141.32411786104,141.32411786104,0.136752,"y",0.241912,-0.00015774,26,8015331.07929134,-1.96797859551357e-11
3,"Ser","99",1.63,4.4,0.05,32.6,143.528,"M",1000,20,2,241.912,0.593306656966169,0.25,250,NA,NA,148.326664241542,148.326664241542,0.143528,"y",0.241912,-0.000147576,26,8015331.07929134,-1.84117160651395e-11
3,"Ser","100",1.59,4.4,0.05,31.8,139.832,"M",0,22,2,241.912,0.578028373954165,0.25,250,NA,NA,144.507093488541,144.507093488541,0.139832,"y",0.241912,-0.00015312,28,9122357.54912758,-1.67851346732889e-11
3,"Ser","101",1.38,4.4,0.05,27.6,121.616,"M",100,22,2,241.912,0.502728264823572,0.25,250,NA,NA,125.682066205893,125.682066205893,0.121616,"y",0.241912,-0.000180444,28,9122357.54912758,-1.97804130158499e-11
3,"Ser","102",1.53,4.4,0.05,30.5,134.2,"M",1000,22,2,241.912,0.554747180793016,0.25,250,NA,NA,138.686795198254,138.686795198254,0.1342,"y",0.241912,-0.000161568,28,9122357.54912758,-1.77112110690566e-11
3,"Ser","103",1.44,4.4,0.05,28.7,126.28,"M",0,24,2,241.912,0.522008002910149,0.25,250,NA,NA,130.502000727537,130.502000727537,0.12628,"y",0.241912,-0.000173448,30,10336548.2777019,-1.67800696460891e-11
3,"Ser","104",1.31,4.4,0.05,26.2,115.192,"M",100,24,2,241.912,0.476173153874136,0.25,250,NA,NA,119.043288468534,119.043288468534,0.115192,"y",0.241912,-0.00019008,30,10336548.2777019,-1.83891174203716e-11
3,"Ser","105",1.48,4.4,0.05,29.5,129.8,"M",1000,24,2,241.912,0.536558748635868,0.25,250,NA,NA,134.139687158967,134.139687158967,0.1298,"y",0.241912,-0.000168168,30,10336548.2777019,-1.62692608288565e-11
3,"Ser","106",1.83,4.4,0.05,36.7,161.392,"E",0,16,2,241.912,0.667151691524191,0.25,250,NA,NA,166.787922881048,166.787922881048,0.161392,"y",0.241912,-0.00012078,22,6085415.94208765,-1.98474518667931e-11
3,"Ser","107",1.94,4.4,0.05,38.7,170.456,"E",100,16,2,241.912,0.704619861767916,0.25,250,NA,NA,176.154965441979,176.154965441979,0.170456,"y",0.241912,-0.000107184,22,6085415.94208765,-1.76132578315148e-11
3,"Ser","108",1.79,4.4,0.05,35.8,157.432,"E",1000,16,2,241.912,0.650782102582757,0.25,250,NA,NA,162.695525645689,162.695525645689,0.157432,"y",0.241912,-0.00012672,22,6085415.94208765,-2.08235560569633e-11
3,"Ser","109",1.75,4.4,0.05,35.1,154.352,"E",0,18,2,241.912,0.638050200072754,0.25,250,NA,NA,159.512550018188,159.512550018188,0.154352,"y",0.241912,-0.00013134,24,7005915.22298741,-1.8747015317721e-11
3,"Ser","110",1.66,4.4,0.05,33.1,145.816,"E",100,18,2,241.912,0.602764641687886,0.25,250,NA,NA,150.691160421972,150.691160421972,0.145816,"y",0.241912,-0.000144144,24,7005915.22298741,-2.0574613795931e-11
3,"Ser","111",1.65,4.4,0.05,33,145.376,"E",1000,18,2,241.912,0.600945798472172,0.25,250,NA,NA,150.236449618043,150.236449618043,0.145376,"y",0.241912,-0.000144804,24,7005915.22298741,-2.06688199030553e-11
3,"Ser","112",1.61,4.4,0.05,32.2,141.68,"E",0,20,2,241.912,0.585667515460167,0.25,250,NA,NA,146.416878865042,146.416878865042,0.14168,"y",0.241912,-0.000150348,26,8015331.07929134,-1.87575533078657e-11
3,"Ser","113",1.66,4.4,0.05,33.2,145.992,"E",100,20,2,241.912,0.603492178974172,0.25,250,NA,NA,150.873044743543,150.873044743543,0.145992,"y",0.241912,-0.00014388,26,8015331.07929134,-1.79505997415045e-11
3,"Ser","114",1.73,4.4,0.05,34.6,152.416,"E",1000,20,2,241.912,0.630047289923609,0.25,250,NA,NA,157.511822480902,157.511822480902,0.152416,"y",0.241912,-0.000134244,26,8015331.07929134,-1.67484036120276e-11
3,"Ser","115",1.56,4.4,0.05,31.2,137.192,"E",0,22,2,241.912,0.567115314659876,0.25,250,NA,NA,141.778828664969,141.778828664969,0.137192,"y",0.241912,-0.00015708,28,9122357.54912758,-1.7219232983805e-11
3,"Ser","116",1.5,4.4,0.05,30.1,132.264,"E",100,22,2,241.912,0.546744270643871,0.25,250,NA,NA,136.686067660968,136.686067660968,0.132264,"y",0.241912,-0.000164472,28,9122357.54912758,-1.80295498301017e-11
3,"Ser","117",1.71,4.4,0.05,34.2,150.304,"E",1000,22,2,241.912,0.621316842488178,0.25,250,NA,NA,155.329210622044,155.329210622044,0.150304,"y",0.241912,-0.000137412,28,9122357.54912758,-1.50632113749084e-11
3,"Ser","118",1.36,4.4,0.05,27.1,119.328,"E",0,24,2,241.912,0.493270280101855,0.25,250,NA,NA,123.317570025464,123.317570025464,0.119328,"y",0.241912,-0.000183876,30,10336548.2777019,-1.77889170601234e-11
3,"Ser","119",1.33,4.4,0.05,26.5,116.688,"E",100,24,2,241.912,0.482357220807566,0.25,250,NA,NA,120.589305201892,120.589305201892,0.116688,"y",0.241912,-0.000187836,30,10336548.2777019,-1.81720236730478e-11
3,"Ser","120",1.42,4.4,0.05,28.4,125.048,"E",1000,24,2,241.912,0.516915241906148,0.25,250,NA,NA,129.228810476537,129.228810476537,0.125048,"y",0.241912,-0.000175296,30,10336548.2777019,-1.69588527321205e-11
3,"Thr","61",4.44,4.69,0.05,88.8,416.2844,"TM",0,16,2,428.5253,0.971434825435044,0.44915968,449.15968,NA,NA,436.32935533326,436.32935533326,0.4162844,"y",0.4285253,-1.836135e-05,22,6085415.94208765,-3.01727115693278e-12
3,"Thr","62",4.4,4.69,0.05,87.9,412.3448,"TM",100,16,2,428.5253,0.962241435919886,0.44915968,449.15968,NA,NA,432.200055440517,432.200055440517,0.4123448,"y",0.4285253,-2.427075e-05,22,6085415.94208765,-3.98834693157781e-12
3,"Thr","63",4.81,4.69,0.05,96.2,450.9904,"TM",1000,16,2,428.5253,1.05242420925906,0.44915968,449.15968,NA,NA,472.706521055051,472.706521055051,0.4509904,"y",0.4285253,3.369765e-05,22,6085415.94208765,5.53744400065442e-12
3,"Thr","64",4.38,4.69,0.05,87.5,410.375,"TM",0,18,2,428.5253,0.957644741162307,0.44915968,449.15968,NA,NA,430.135405494145,430.135405494145,0.410375,"y",0.4285253,-2.722545e-05,24,7005915.22298741,-3.88606615031101e-12
3,"Thr","65",4.59,4.69,0.05,91.8,430.6358,"TM",100,18,2,428.5253,1.00492503009741,0.44915968,449.15968,NA,NA,451.371804942541,451.371804942541,0.4306358,"y",0.4285253,3.16575000000002e-06,24,7005915.22298741,4.51868157012912e-13
3,"Thr","66",4.55,4.69,0.05,91,426.6024,"TM",1000,18,2,428.5253,0.995512750355697,0.44915968,449.15968,NA,NA,447.144188385685,447.144188385685,0.4266024,"y",0.4285253,-2.88435000000001e-06,24,7005915.22298741,-4.11702098611762e-13
3,"Thr","67",4.25,4.69,0.05,85,398.7438,"TM",0,20,2,428.5253,0.930502353069935,0.44915968,449.15968,NA,NA,417.944139144139,417.944139144139,0.3987438,"y",0.4285253,-4.46722499999999e-05,26,8015331.07929134,-5.57335056507105e-12
3,"Thr","68",4.52,4.69,0.05,90.5,424.2574,"TM",100,20,2,428.5253,0.990040494691912,0.44915968,449.15968,NA,NA,444.686271782861,444.686271782861,0.4242574,"y",0.4285253,-6.40184999999999e-06,26,8015331.07929134,-7.98700632159788e-13
3,"Thr","69",4.37,4.69,0.05,87.4,409.7184,"TM",1000,20,2,428.5253,0.956112509576447,0.44915968,449.15968,NA,NA,429.447188845354,429.447188845354,0.4097184,"y",0.4285253,-2.821035e-05,26,8015331.07929134,-3.51954893951732e-12
3,"Thr","70",4.38,4.69,0.05,87.5,410.375,"TM",0,22,2,428.5253,0.957644741162307,0.44915968,449.15968,NA,NA,430.135405494145,430.135405494145,0.410375,"y",0.4285253,-2.722545e-05,28,9122357.54912758,-2.9844752141516e-12
3,"Thr","71",4.05,4.69,0.05,81.1,380.1714,"TM",100,22,2,428.5253,0.887162088212761,0.44915968,449.15968,NA,NA,398.477439649776,398.477439649776,0.3801714,"y",0.4285253,-7.253085e-05,28,9122357.54912758,-7.95088874881214e-12
3,"Thr","72",4.5,4.69,0.05,90,422.1,"TM",1000,22,2,428.5253,0.98500601948123,0.44915968,449.15968,NA,NA,442.424988508263,442.424988508263,0.4221,"y",0.4285253,-9.63794999999995e-06,28,9122357.54912758,-1.05651964945418e-12
3,"Thr","73",4.54,4.69,0.05,90.8,425.7582,"TM",0,24,2,428.5253,0.993542738316734,0.44915968,449.15968,NA,NA,446.259338408668,446.259338408668,0.4257582,"y",0.4285253,-4.15065000000003e-06,30,10336548.2777019,-4.01550874478462e-13
3,"Thr","74",4.15,4.69,0.05,83,389.0824,"TM",100,24,2,428.5253,0.907956659735143,0.44915968,449.15968,NA,NA,407.817522740506,407.817522740506,0.3890824,"y",0.4285253,-5.916435e-05,30,10336548.2777019,-5.7238014480743e-12
3,"Thr","75",4.39,4.69,0.05,87.7,411.5006,"TM",1000,24,2,428.5253,0.960271423880924,0.44915968,449.15968,NA,NA,431.3152054635,431.3152054635,0.4115006,"y",0.4285253,-2.553705e-05,30,10336548.2777019,-2.47055877009628e-12
3,"Thr","76",4.46,4.69,0.05,89.2,418.5356,"T",0,16,2,428.5253,0.976688190872278,0.44915968,449.15968,NA,NA,438.688955271971,438.688955271971,0.4185356,"y",0.4285253,-1.498455e-05,22,6085415.94208765,-2.46237071427847e-12
3,"Thr","77",4.88,4.69,0.05,97.7,458.0254,"T",100,16,2,428.5253,1.06884097625041,0.44915968,449.15968,NA,NA,480.080270863522,480.080270863522,0.4580254,"y",0.4285253,4.425015e-05,22,6085415.94208765,7.27150788394911e-12
3,"Thr","78",4.66,4.69,0.05,93.1,436.7328,"T",1000,16,2,428.5253,1.01915289482325,0.44915968,449.15968,NA,NA,457.762388109883,457.762388109883,0.4367328,"y",0.4285253,1.231125e-05,22,6085415.94208765,2.02307453051048e-12
3,"Thr","79",4.53,4.69,0.05,90.6,424.8202,"T",0,18,2,428.5253,0.99135383605122,0.44915968,449.15968,NA,NA,445.276171767539,445.276171767539,0.4248202,"y",0.4285253,-5.55765000000003e-06,24,7005915.22298741,-7.93279653422665e-13
3,"Thr","80",4.5,4.69,0.05,90,421.9124,"T",100,18,2,428.5253,0.984568239028127,0.44915968,449.15968,NA,NA,442.228355180037,442.228355180037,0.4219124,"y",0.4285253,-9.91935000000005e-06,24,7005915.22298741,-1.41585355864045e-12
3,"Thr","81",4.32,4.69,0.05,86.5,405.4974,"T",1000,18,2,428.5253,0.946262449381635,0.44915968,449.15968,NA,NA,425.022938960271,425.022938960271,0.4054974,"y",0.4285253,-3.454185e-05,24,7005915.22298741,-4.93038366874084e-12
3,"Thr","82",4.06,4.69,0.05,81.1,380.5466,"T",0,20,2,428.5253,0.888037649118967,0.44915968,449.15968,NA,NA,398.870706306227,398.870706306227,0.3805466,"y",0.4285253,-7.196805e-05,26,8015331.07929134,-8.97879941427983e-12
3,"Thr","83",5.1,4.69,0.05,102,478.38,"T",100,20,2,428.5253,1.11634015541206,0.44915968,449.15968,NA,NA,501.414986976032,501.414986976032,0.47838,"y",0.4285253,7.478205e-05,26,8015331.07929134,9.32987661522918e-12
3,"Thr","84",4.13,4.69,0.05,82.6,387.5816,"T",1000,20,2,428.5253,0.904454416110321,0.44915968,449.15968,NA,NA,406.244456114698,406.244456114698,0.3875816,"y",0.4285253,-6.141555e-05,26,8015331.07929134,-7.66225991071974e-12
3,"Thr","85",3.99,4.69,0.05,79.9,374.6372,"T",0,22,2,428.5253,0.87424756484623,0.44915968,449.15968,NA,NA,392.676756467112,392.676756467112,0.3746372,"y",0.4285253,-8.083215e-05,28,9122357.54912758,-8.86088377534932e-12
3,"Thr","86",4.19,4.69,0.05,83.8,392.9282,"T",100,22,2,428.5253,0.91693115902375,0.44915968,449.15968,NA,NA,411.848505969136,411.848505969136,0.3929282,"y",0.4285253,-5.339565e-05,28,9122357.54912758,-5.85327309442135e-12
3,"Thr","87",4.29,4.69,0.05,85.8,402.2144,"T",1000,22,2,428.5253,0.938601291452337,0.44915968,449.15968,NA,NA,421.581855716318,421.581855716318,0.4022144,"y",0.4285253,-3.946635e-05,28,9122357.54912758,-4.326332287181e-12
3,"Thr","88",4.13,4.69,0.05,82.7,387.7692,"T",0,24,2,428.5253,0.904892196563423,0.44915968,449.15968,NA,NA,406.441089442924,406.441089442924,0.3877692,"y",0.4285253,-6.11341499999999e-05,30,10336548.2777019,-5.91436796477593e-12
3,"Thr","89",4.21,4.69,0.05,84.2,394.898,"T",100,24,2,428.5253,0.921527853781329,0.44915968,449.15968,NA,NA,413.913155915508,413.913155915508,0.394898,"y",0.4285253,-5.044095e-05,30,10336548.2777019,-4.87986401696702e-12
3,"Thr","90",4.16,4.69,0.05,83.1,389.9266,"T",1000,24,2,428.5253,0.909926671774105,0.44915968,449.15968,NA,NA,408.702372717522,408.702372717522,0.3899266,"y",0.4285253,-5.789805e-05,30,10336548.2777019,-5.60129440162324e-12
3,"Thr","91",4.29,4.69,0.05,85.8,402.3082,"M",0,16,2,428.5253,0.938820181678888,0.44915968,449.15968,NA,NA,421.680172380431,421.680172380431,0.4023082,"y",0.4285253,-3.932565e-05,22,6085415.94208765,-6.46227807174492e-12
3,"Thr","92",4.19,4.69,0.05,83.8,393.022,"M",100,16,2,428.5253,0.917150049250301,0.44915968,449.15968,NA,NA,411.946822633249,411.946822633249,0.393022,"y",0.4285253,-5.325495e-05,22,6085415.94208765,-8.75124239769393e-12
3,"Thr","93",4.06,4.69,0.05,81.2,380.6404,"M",1000,16,2,428.5253,0.888256539345518,0.44915968,449.15968,NA,NA,398.96902297034,398.96902297034,0.3806404,"y",0.4285253,-7.182735e-05,22,6085415.94208765,-1.18031948322926e-11
3,"Thr","94",4.42,4.69,0.05,88.3,414.2208,"M",0,18,2,428.5253,0.966619240450914,0.44915968,449.15968,NA,NA,434.166388722775,434.166388722775,0.4142208,"y",0.4285253,-2.145675e-05,24,7005915.22298741,-3.06266195308749e-12
3,"Thr","95",3.55,4.69,0.05,70.9,332.6148,"M",100,18,2,428.5253,0.776184743351209,0.44915968,449.15968,NA,NA,348.630890944511,348.630890944511,0.3326148,"y",0.4285253,-0.00014386575,24,7005915.22298741,-2.05348973575866e-11
3,"Thr","96",4.37,4.69,0.05,87.5,410.1874,"M",1000,18,2,428.5253,0.957206960709204,0.44915968,449.15968,NA,NA,429.938772165919,429.938772165919,0.4101874,"y",0.4285253,-2.75068499999999e-05,24,7005915.22298741,-3.92623220871215e-12
3,"Thr","97",4.38,4.69,0.05,87.7,411.2192,"M",0,20,2,428.5253,0.95961475320127,0.44915968,449.15968,NA,NA,431.020255471161,431.020255471161,0.4112192,"y",0.4285253,-2.595915e-05,26,8015331.07929134,-3.23868717875783e-12
3,"Thr","98",4.15,4.69,0.05,83.1,389.5514,"M",100,20,2,428.5253,0.9090511108679,0.44915968,449.15968,NA,NA,408.30910606107,408.30910606107,0.3895514,"y",0.4285253,-5.846085e-05,26,8015331.07929134,-7.29362884972291e-12
3,"Thr","99",4.36,4.69,0.05,87.3,409.3432,"M",1000,20,2,428.5253,0.955236948670242,0.44915968,449.15968,NA,NA,429.053922188902,429.053922188902,0.4093432,"y",0.4285253,-2.877315e-05,26,8015331.07929134,-3.58976437970718e-12
3,"Thr","100",4.15,4.69,0.05,82.9,388.9886,"M",0,22,2,428.5253,0.907737769508591,0.44915968,449.15968,NA,NA,407.719206076393,407.719206076393,0.3889886,"y",0.4285253,-5.930505e-05,28,9122357.54912758,-6.50106616415968e-12
3,"Thr","101",4.17,4.69,0.05,83.3,390.8646,"M",100,22,2,428.5253,0.912115574039619,0.44915968,449.15968,NA,NA,409.685539358652,409.685539358652,0.3908646,"y",0.4285253,-5.649105e-05,28,9122357.54912758,-6.1925932738081e-12
3,"Thr","102",4.03,4.69,0.05,80.6,378.014,"M",1000,22,2,428.5253,0.882127613002079,0.44915968,449.15968,NA,NA,396.216156375178,396.216156375178,0.378014,"y",0.4285253,-7.576695e-05,28,9122357.54912758,-8.30563257271647e-12
3,"Thr","103",4.54,4.69,0.05,90.8,425.6644,"M",0,24,2,428.5253,0.993323848090183,0.44915968,449.15968,NA,NA,446.161021744555,446.161021744555,0.4256644,"y",0.4285253,-4.29135e-06,30,10336548.2777019,-4.15162768528575e-13
3,"Thr","104",4.15,4.69,0.05,83,389.1762,"M",100,24,2,428.5253,0.908175549961694,0.44915968,449.15968,NA,NA,407.915839404619,407.915839404619,0.3891762,"y",0.4285253,-5.902365e-05,30,10336548.2777019,-5.71018955402418e-12
3,"Thr","105",4.18,4.69,0.05,83.6,391.9902,"M",1000,24,2,428.5253,0.914742256758236,0.44915968,449.15968,NA,NA,410.865339328007,410.865339328007,0.3919902,"y",0.4285253,-5.480265e-05,30,10336548.2777019,-5.30183273252066e-12
3,"Thr","106",4.27,4.69,0.05,85.3,400.2446,"E",0,16,2,428.5253,0.934004596694758,0.44915968,449.15968,NA,NA,419.517205769946,419.517205769946,0.4002446,"y",0.4285253,-4.242105e-05,22,6085415.94208765,-6.9709368108447e-12
3,"Thr","107",4.55,4.69,0.05,91,426.6962,"E",100,16,2,428.5253,0.995731640582248,0.44915968,449.15968,NA,NA,447.242505049798,447.242505049798,0.4266962,"y",0.4285253,-2.74365000000004e-06,22,6085415.94208765,-4.50856609656629e-13
3,"Thr","108",4.07,4.69,0.05,81.5,382.0474,"E",1000,16,2,428.5253,0.891539892743789,0.44915968,449.15968,NA,NA,400.443772932035,400.443772932035,0.3820474,"y",0.4285253,-6.971685e-05,22,6085415.94208765,-1.14563820556337e-11
3,"Thr","109",4.78,4.69,0.05,95.6,448.1764,"E",0,18,2,428.5253,1.04585750246251,0.44915968,449.15968,NA,NA,469.757021131662,469.757021131662,0.4481764,"y",0.4285253,2.947665e-05,24,7005915.22298741,4.20739461752019e-12
3,"Thr","110",4.31,4.69,0.05,86.2,404.4656,"E",100,18,2,428.5253,0.94385465688957,0.44915968,449.15968,NA,NA,423.941455655029,423.941455655029,0.4044656,"y",0.4285253,-3.608955e-05,24,7005915.22298741,-5.15129698994716e-12
3,"Thr","111",3.69,4.69,0.05,73.7,345.8406,"E",1000,18,2,428.5253,0.807048265294955,0.44915968,449.15968,NA,NA,362.493540584437,362.493540584437,0.3458406,"y",0.4285253,-0.00012402705,24,7005915.22298741,-1.77031902403057e-11
3,"Thr","112",4.53,4.69,0.05,90.6,424.8202,"E",0,20,2,428.5253,0.99135383605122,0.44915968,449.15968,NA,NA,445.276171767539,445.276171767539,0.4248202,"y",0.4285253,-5.55765000000003e-06,26,8015331.07929134,-6.93377471874985e-13
3,"Thr","113",4.25,4.69,0.05,85,398.8376,"E",100,20,2,428.5253,0.930721243296487,0.44915968,449.15968,NA,NA,418.042455808252,418.042455808252,0.3988376,"y",0.4285253,-4.453155e-05,26,8015331.07929134,-5.55579670502359e-12
3,"Thr","114",4.51,4.69,0.05,90.1,422.6628,"E",1000,20,2,428.5253,0.986319360840538,0.44915968,449.15968,NA,NA,443.014888492941,443.014888492941,0.4226628,"y",0.4285253,-8.79374999999999e-06,26,8015331.07929134,-1.09711625296674e-12
3,"Thr","115",4.09,4.69,0.05,81.7,383.3606,"E",0,22,2,428.5253,0.894604355915508,0.44915968,449.15968,NA,NA,401.820206229616,401.820206229616,0.3833606,"y",0.4285253,-6.774705e-05,28,9122357.54912758,-7.42648483521445e-12
3,"Thr","116",3.99,4.69,0.05,79.8,374.3558,"E",100,22,2,428.5253,0.873590894166575,0.44915968,449.15968,NA,NA,392.381806474773,392.381806474773,0.3743558,"y",0.4285253,-8.12542500000001e-05,28,9122357.54912758,-8.90715470890207e-12
3,"Thr","117",4.55,4.69,0.05,91,426.79,"E",1000,22,2,428.5253,0.995950530808799,0.44915968,449.15968,NA,NA,447.34082171391,447.34082171391,0.42679,"y",0.4285253,-2.60294999999999e-06,28,9122357.54912758,-2.85337423575217e-13
3,"Thr","118",3.89,4.69,0.05,77.7,364.5068,"E",0,24,2,428.5253,0.85060742037868,0.44915968,449.15968,NA,NA,382.058556742913,382.058556742913,0.3645068,"y",0.4285253,-9.602775e-05,30,10336548.2777019,-9.29011768920501e-12
3,"Thr","119",3.93,4.69,0.05,78.6,368.5402,"E",100,24,2,428.5253,0.86001970012039,0.44915968,449.15968,NA,NA,386.28617329977,386.28617329977,0.3685402,"y",0.4285253,-8.99776499999999e-05,30,10336548.2777019,-8.70480624504996e-12
3,"Thr","120",3.92,4.69,0.05,78.4,367.8836,"E",1000,24,2,428.5253,0.85848746853453,0.44915968,449.15968,NA,NA,385.59795665098,385.59795665098,0.3678836,"y",0.4285253,-9.096255e-05,30,10336548.2777019,-8.80008950340079e-12
3,"Tyr","61",2.29,4.77,0.05,45.8,218.466,"TM",0,16,2,197.955,1.10361445783133,0.21375479,213.75479,NA,NA,235.902876674699,235.902876674699,0.218466,"y",0.197955,3.07665e-05,22,6085415.94208765,5.05577602135859e-12
3,"Tyr","62",2.32,4.77,0.05,46.4,221.328,"TM",100,16,2,197.955,1.11807228915663,0.21375479,213.75479,NA,NA,238.993307373494,238.993307373494,0.221328,"y",0.197955,3.50595e-05,22,6085415.94208765,5.76123314061792e-12
